Video ID,Video Link,Title,Description,Category Id,Category,Watched At
d1wdsWLftlE,https://www.youtube.com/watch?v=d1wdsWLftlE,DCD-Live-2246,,24,Entertainment,Watched at 8:20 AM
pBiPf2MZwws,https://www.youtube.com/watch?v=pBiPf2MZwws,Asana: The #1 AI work management platform,"Connect teams, tools, and work in one platform—supercharged by AI.",28,Science & Technology,Watched at 11:47 PM
ioHq1yfUGeE,https://www.youtube.com/watch?v=ioHq1yfUGeE,Guide By Your Side: Yoga,,27,Education,Watched at 11:40 PM
1S-etwiuErU,https://www.youtube.com/watch?v=1S-etwiuErU,American Express® Gold Card | American Express,"» Subscribe to the Amex YouTube Channel: http://bit.ly/SubscribeAMEX 

Powerfully backing our customers, colleagues, and communities. #withAmex

About: American Express is a global service company, providing customers with exceptional access to charge and credit cards, insights and experiences that enrich lives and build business success. Get up close to the passionate lives of rising artists, a new wave of entrepreneurs, and everyday people. Join us for everyday inspiration on the official American Express YouTube channel. 

More from American Express!
Instagram: https://www.instagram.com/americanexpress/ 
Twitter: https://twitter.com/AmericanExpress
Facebook: https://www.facebook.com/AmericanExpressUS 
LinkedIn: https://www.linkedin.com/company/american-express 
 
American Express® Gold Card | American Express
https://youtu.be/1S-etwiuErU",24,Entertainment,Watched at 11:23 PM
-ztgLjjdJbg,https://www.youtube.com/watch?v=-ztgLjjdJbg,Get an Airbnb and stay together for less,"Why stay apart in hotel rooms, when you could get an Airbnb together?",19,Travel & Events,Watched at 7:16 PM
Mp2VJEue66w,https://www.youtube.com/watch?v=Mp2VJEue66w,15s How Far We’ve Come (a California without Big Tobacco is already happening)| South Asian,"In the last 30 years, we’ve lowered smoking rate by 60%. Lung cancer by 42%. A couple of our cities have already ended tobacco sales

A California without Big Tobacco isn't just possible. It's already happening.
See our progress at UNDO.org",27,Education,Watched at 7:04 PM
eDqfg_LexCQ,https://www.youtube.com/watch?v=eDqfg_LexCQ,Introducing iPhone 16 Pro | Apple,"This is iPhone 16 Pro. Built for Apple Intelligence. A new powerful, private, personal, deeply integrated intelligence system to help you get things done effortlessly.

Powered by the new supercharged A18 Pro chip, with a faster Neural Engine, and an improved CPU and GPU. Which levels up both your iPhone and your gaming experience, offering our best-ever graphics performance.

Plus there’s an all-new camera system and an all-new way to control it. Use Camera Control to instantly access your camera, adjust settings, and take a photo.

And you can now shoot video in 4K 120 fps Dolby Vision to capture and edit stunningly cinematic slow motion.

Built with titanium. And featuring our thinnest borders for an even larger display.

iPhone 16 Pro is the most innovative, most powerful, and most intelligent iPhone ever. From the inside out.

Learn more about iPhone 16 Pro and iPhone 16 Pro Max: https://apple.co/4dSqFbR

Audio Descriptions: https://apple.co/4dTrRvG

“Wingspan” by Dan Mufson - https://apple.co/Wingspan

#iPhone16Pro #AppleIntelligence #AppleEvent

Welcome to the official Apple YouTube channel. Here you’ll find news about product launches, tutorials, and other great content. Apple’s more than 160,000 employees are dedicated to making the best products on earth, and to leaving the world better than we found it.",28,Science & Technology,Watched at 7:00 PM
5YagUlY9_Uc,https://www.youtube.com/watch?v=5YagUlY9_Uc,Set Yourself Up for Success | Better Results With Grammarly,,27,Education,Watched at 6:54 PM
1-AA4GxjVrA,https://www.youtube.com/watch?v=1-AA4GxjVrA,Path Finder 5 / 16:9 / YouTube Pre-Roll / Web Mix,,22,People & Blogs,Watched at 6:33 PM
aNFR3cySUxc,https://www.youtube.com/watch?v=aNFR3cySUxc,Pool,"If you're going away with your friends, why share a crowded hotel pool, when you could get an Airbnb with your own pool?

MUSIC
Bossy - Kelis

ANIMATION 
Buck

ABOUT AIRBNB
Airbnb was born in 2008 when two Hosts welcomed three guests to their San Francisco home, and has since grown to millions of Hosts who have welcomed over 800 million guest arrivals in almost every country across the globe. Every day, our Hosts offer one-of-a-kind stays and unique experiences that make it possible for guests to experience the world in a more unique, authentic, connected way.

ABOUT THE CAMPAIGN
When you’re going on a trip, why choose to be cramped in a hotel room, when you could get an Airbnb with a private pool, or a room for everyone? Made in collaboration with Buck animation, these films show the many moments that booking an Airbnb makes more sense than booking a hotel.


CONNECT WITH AIRBNB
Visit the Airbnb website: https://www.airbnb.com
Follow Airbnb on Instagram: https://www.instagram.com/airbnb/
Follow Airbnb on X: https://x.com/airbnb
Follow Airbnb on TikTok: https://www.tiktok.com/@airbnb",19,Travel & Events,Watched at 2:53 PM
iESQBwC8i5I,https://www.youtube.com/watch?v=iESQBwC8i5I,DCD-Live-2246,"[VIDEO TOP-LINE DESCRIPTION] Watch (Show Title) on Hulu!

ABOUT [TV SHOW]

SUBSCRIBE TO HULU’S YOUTUBE CHANNEL
Click the link to subscribe to our channel for the latest shows & updates: http://www.youtube.com/hulu?sub_confirmation=1

START YOUR FREE TRIAL 
http://hulu.com/start 

FOLLOW US ON SOCIAL
Instagram: https://www.instagram.com/hulu/ 
Hulu on Twitter: https://twitter.com/hulu
Facebook: https://www.facebook.com/hulu

ABOUT HULU
Hulu is the leading all-in-one premium streaming service that offers an expansive slate of live and on-demand entertainment, both in and outside the home. Hulu is the only on-demand platform that provides access to a library of both hit TV Series/Films and award-winning Hulu Originals like Only Murders In The Building, The Handmaid’s Tale, The Kardashians, and more! Visit https://Hulu.com to subscribe now.

[INSERT 3 KEYWORD HASHTAGS]

Video Title
Video URL",24,Entertainment,Watched at 2:49 PM
Xq0plLWYbZY,https://www.youtube.com/watch?v=Xq0plLWYbZY,pillars 4   ind   hindi   6   16x9   final cut Original,,22,People & Blogs,Watched at 2:13 PM
-QKE2hLQJpc,https://www.youtube.com/watch?v=-QKE2hLQJpc,This way to health insurance |  Covered California | Helping Hands :30,"When life changes, Covered California can help you get and pay for health insurance.
If you’ve lost your health coverage, your family has grown, or you just got married, you have a limited time to enroll. Financial help is available, and you could get a quality plan for less than $10/month at CoveredCA.com.










Mktg Ad SE24 1.25.24",29,Nonprofits & Activism,Watched at 8:42 AM
QOlCA8ku06Q,https://www.youtube.com/watch?v=QOlCA8ku06Q,3 Months of Unlimited for $15/mo. | Mint Mobile New Customer Offer,"We're deflating prices, due to not hating you.

New customers get our 3-month unlimited plan for $15/month at https://www.mintmobile.com/

Follow us!
Instagram: https://www.instagram.com/mintmobile
Twitter: https://twitter.com/mintmobile
Facebook: https://www.facebook.com/MintMobileWireless
TikTok: https://www.tiktok.com/@mintmobile",28,Science & Technology,Watched at 8:36 AM
ZArebtYH_jY,https://www.youtube.com/watch?v=ZArebtYH_jY,Got a sweet business idea? Start your free trial today!,,24,Entertainment,Watched at 8:17 PM
EOoZte1q6JQ,https://www.youtube.com/watch?v=EOoZte1q6JQ,Earn Your Best Grades | Succeed in School With Grammarly,,27,Education,Watched at 8:12 PM
a2uqYfWwZBs,https://www.youtube.com/watch?v=a2uqYfWwZBs,Close Friends,"If you’re going on a trip with your friends, why split up into separate hotel rooms, when you could stay together? 

MUSIC
I Like It - Cardi B, Bad Bunny, J Balvin

ANIMATION 
Buck

ABOUT AIRBNB
Airbnb was born in 2008 when two Hosts welcomed three guests to their San Francisco home, and has since grown to millions of Hosts who have welcomed over 800 million guest arrivals in almost every country across the globe. Every day, our Hosts offer one-of-a-kind stays and unique experiences that make it possible for guests to experience the world in a more unique, authentic, connected way.

ABOUT THE CAMPAIGN:
When you’re going on a trip, why choose to be cramped in a hotel room, when you could get an Airbnb with a private pool, or a room for everyone? Made in collaboration with Buck animation, these films show the many moments that booking an Airbnb makes more sense than booking a hotel.

CONNECT WITH AIRBNB
Visit the Airbnb website: https://www.airbnb.com
Follow Airbnb on Instagram: https://www.instagram.com/airbnb/
Follow Airbnb on X: https://x.com/airbnb
Follow Airbnb on TikTok: https://www.tiktok.com/@airbnb",19,Travel & Events,Watched at 5:56 PM
QdGWivaGAZM,https://www.youtube.com/watch?v=QdGWivaGAZM,MAKE businesses HAPPEN | JPMorganChase,"Our work with businesses like Fire-Dex helps them grow, and that growth means more jobs and stronger communities.
 
At JPMorganChase, the investments we make help make businesses happen, that make jobs happen, that make communities happen. Together, we make momentum happen. 
 
Learn more about JPMorganChase: https://www.jpmorganchase.com/impact

#impact #jpmorgan #jpmorganchase 

Subscribe to J.P. Morgan:
https://www.youtube.com/user/jpmorgan?sub_confirmation=1 

About J.P. Morgan: J.P. Morgan is a leader in financial services, offering solutions to clients in more than 100 countries with one of the most comprehensive global product platforms available. We have been helping our clients to do business and manage their wealth for more than 200 years. Our business has been built upon our core principle of putting our clients' interests first.

Connect with J.P. Morgan Online:
Website: https://www.jpmorgan.com/
Twitter: https://twitter.com/jpmorgan
Facebook: http://facebook.com/jpmorgan
LinkedIn: https://linkedin.com/company/j-p-morgan/
Instagram: https://instagram.com/jpmorgan/

MAKE businesses HAPPEN | JPMorganChase
https://youtu.be/QdGWivaGAZM",25,News & Politics,Watched at 5:56 PM
g-xzhi1yhks,https://www.youtube.com/watch?v=g-xzhi1yhks,PKTV 00082259 000245999,,24,Entertainment,Watched at 4:58 PM
RqAkemyl0WU,https://www.youtube.com/watch?v=RqAkemyl0WU,RO Beauty Shot 23 16x9 YouTube Trueview,,22,People & Blogs,Watched at 4:52 PM
K5paMDrnON4,https://www.youtube.com/watch?v=K5paMDrnON4,CTA TV Ad | 'Teachers are Heroes' - Angela,Dr. Angela Pascual | Stockton Teachers Association,27,Education,Watched at 4:47 PM
ktoRq6Mbg3k,https://www.youtube.com/watch?v=ktoRq6Mbg3k,Play Disney Speedstorm across mobile and PC with Google Play Games,,20,Gaming,Watched at 4:40 PM
5YagUlY9_Uc,https://www.youtube.com/watch?v=5YagUlY9_Uc,Set Yourself Up for Success | Better Results With Grammarly,,27,Education,Watched at 4:21 PM
iESQBwC8i5I,https://www.youtube.com/watch?v=iESQBwC8i5I,DCD-Live-2246,"[VIDEO TOP-LINE DESCRIPTION] Watch (Show Title) on Hulu!

ABOUT [TV SHOW]

SUBSCRIBE TO HULU’S YOUTUBE CHANNEL
Click the link to subscribe to our channel for the latest shows & updates: http://www.youtube.com/hulu?sub_confirmation=1

START YOUR FREE TRIAL 
http://hulu.com/start 

FOLLOW US ON SOCIAL
Instagram: https://www.instagram.com/hulu/ 
Hulu on Twitter: https://twitter.com/hulu
Facebook: https://www.facebook.com/hulu

ABOUT HULU
Hulu is the leading all-in-one premium streaming service that offers an expansive slate of live and on-demand entertainment, both in and outside the home. Hulu is the only on-demand platform that provides access to a library of both hit TV Series/Films and award-winning Hulu Originals like Only Murders In The Building, The Handmaid’s Tale, The Kardashians, and more! Visit https://Hulu.com to subscribe now.

[INSERT 3 KEYWORD HASHTAGS]

Video Title
Video URL",24,Entertainment,Watched at 12:10 PM
dqmfmh0KLEY,https://www.youtube.com/watch?v=dqmfmh0KLEY,What Kind of Multiple Can You Expect From Your HVAC Company?,"In this #short, Patrick Lange explains what else to think about.",22,People & Blogs,Watched at 12:05 PM
2V4vhGBc7TQ,https://www.youtube.com/watch?v=2V4vhGBc7TQ,LL Flooring |  Up to 50% OFF Labor Day Sale | Ends September 10,"Please SUBSCRIBE to the LL Flooring YouTube Channel to learn more, ask questions, leave comments & ideas that helped you, and join the community!


Order 4 free samples of flooring (no credit card needed) at:
https://www.llflooring.com/

Shop all Butcher Block counters, tops, cutting boards and more at:
https://www.llflooring.com/c/butcher-block/

VISIT the flooring store closest to you:
https://www.llflooring.com/stores/
 
Are YOU a flooring contractor, builder, remodeler. or real-estate agent?  
Register free for the lowest PRO pricing, dedicated expert service, and store benefits:
https://www.llflooring.com/support-pro/

#homeimprovement
#flooring
#design
#decor",26,Howto & Style,Watched at 12:01 PM
BSP8Nfl_B3Q,https://www.youtube.com/watch?v=BSP8Nfl_B3Q,DCD-UnPr-2066,"[VIDEO TOP-LINE DESCRIPTION] Watch (Show Title) on Hulu!

ABOUT [TV SHOW]

SUBSCRIBE TO HULU’S YOUTUBE CHANNEL
Click the link to subscribe to our channel for the latest shows & updates: http://www.youtube.com/hulu?sub_confirmation=1

START YOUR FREE TRIAL 
http://hulu.com/start 

FOLLOW US ON SOCIAL
Instagram: https://www.instagram.com/hulu/ 
Hulu on Twitter: https://twitter.com/hulu
Facebook: https://www.facebook.com/hulu

ABOUT HULU
Hulu is the leading all-in-one premium streaming service that offers an expansive slate of live and on-demand entertainment, both in and outside the home. Hulu is the only on-demand platform that provides access to a library of both hit TV Series/Films and award-winning Hulu Originals like Only Murders In The Building, The Handmaid’s Tale, The Kardashians, and more! Visit https://Hulu.com to subscribe now.

[INSERT 3 KEYWORD HASHTAGS]

Video Title
Video URL",24,Entertainment,Watched at 9:19 AM
2V4vhGBc7TQ,https://www.youtube.com/watch?v=2V4vhGBc7TQ,LL Flooring |  Up to 50% OFF Labor Day Sale | Ends September 10,"Please SUBSCRIBE to the LL Flooring YouTube Channel to learn more, ask questions, leave comments & ideas that helped you, and join the community!


Order 4 free samples of flooring (no credit card needed) at:
https://www.llflooring.com/

Shop all Butcher Block counters, tops, cutting boards and more at:
https://www.llflooring.com/c/butcher-block/

VISIT the flooring store closest to you:
https://www.llflooring.com/stores/
 
Are YOU a flooring contractor, builder, remodeler. or real-estate agent?  
Register free for the lowest PRO pricing, dedicated expert service, and store benefits:
https://www.llflooring.com/support-pro/

#homeimprovement
#flooring
#design
#decor",26,Howto & Style,Watched at 9:16 AM
I0ID2ng4O58,https://www.youtube.com/watch?v=I0ID2ng4O58,"Professional Therapy, Made Easier","BetterHelp removes the traditional barriers to therapy to give everyone access to affordable and convenient mental health care. We’ll match you to a licensed therapist 100% online, so you can talk, text, and video call with your therapist at a time and place that works for you. If you’re interested in giving therapy a try, check out BetterHelp: http://betterhelp.com/",22,People & Blogs,Watched at 9:12 AM
e3PM9rrXhz4,https://www.youtube.com/watch?v=e3PM9rrXhz4,2024 Mazda CX-90 | Mazda USA | Exist PHEV R1,"---
Subscribe to Mazda USA and never miss a video: https://bit.ly/MazdaUSA-subscribe 

Connect with Mazda USA on social:  
Like Mazda USA on Facebook: https://www.facebook.com/MazdaUSA
Follow Mazda USA on Instagram: https://www.instagram.com/mazdausa/   
Follow Mazda USA on Threads: https://www.threads.net/@mazdausa 
Follow Mazda USA on X: https://twitter.com/MazdaUSA  

Learn more about Mazda USA: https://bit.ly/3PwvMDM",2,Autos & Vehicles,Watched at 9:12 AM
_f2B7aPv9wY,https://www.youtube.com/watch?v=_f2B7aPv9wY,DraftKings Sportsbook NFL Q3 2024 ENCROACH,"---
Stay up-to-date at DraftKings Network: https://dknetwork.com
Subscribe to DraftKings on YouTube:  https://youtube.com/draftkings/?sub_confirmation=1
Follow DraftKings on Twitter: https://twitter.com/DraftKings
Follow DraftKings on Instagram: https://www.instagram.com/draftkings/
Follow DraftKings on TikTok: https://www.tiktok.com/@draftkings
Like DraftKings on Facebook: https://www.facebook.com/draftkings/",17,Sports,Watched at 9:08 AM
WsTGgsT32AU,https://www.youtube.com/watch?v=WsTGgsT32AU,Man From Motilal Oswal | Expert Portfolio Management,"When lack of time keeps your investment plans locked up, get expertise with world-class research from #ManFromMotilalOswal to unlock your financial success.

Before you invest, don’t forget to call our Wealthline - 9234592345

Click here to watch the full film: https://www.youtube.com/watch?v=WsTGgsT32AU - Shree Pal Bhai Lack of time situation 

#InvestmentAdvice #FinancialWisdom #MotilalOswal 
-----------------------------------------------------------------------------------------------
Top 5 Videos:-

👉 Let Your Money Do The Work: https://youtu.be/da7k0JUVg5o

👉 Equity Expertise Ka Dum, Growth Ki Taraf Badhao Kadam: https://youtu.be/D0jXMCSH2ro

👉 Download MO Investor App: https://youtu.be/-xmhaOBEIio

👉 New To Stock Market Investing? Start With Expert Advice:  https://youtu.be/q4R5NotIBTM

👉 MO Investor App Pre-Packaged Basket:  https://youtu.be/RfoDaJaUo3o
-----------------------------------------------------------------------------------------------
Subscribe to Motilal Oswal Channel  👉 https://tinyurl.com/28hydvkv 
-----------------------------------------------------------------------------------------------

Motilal Oswal Website Link: 👉 https://www.motilaloswal.com/
-----------------------------------------------------------------------------------------------

Follow Us On Social Media:

Facebook - https://www.facebook.com/MotilalOswalSecurities
Twitter - https://twitter.com/MotilalOswalLtd
LinkedIn - https://www.linkedin.com/company/36345/admin/
Instagram - https://www.instagram.com/motilaloswalgroup/
Threads: https://www.threads.net/@motilaloswalgroup
-------------------------------------------------------------------------------------------------",27,Education,Watched at 7:28 AM
oCdyg3ehooI,https://www.youtube.com/watch?v=oCdyg3ehooI,Amazon Fresh - Nahi Toh Mehenga Padega | Value | Hindi | 15s,"Amazon Fresh offers a seamless grocery shopping experience - Get up to 45% off, enjoy bank offers & cashback and no handling fee on your grocery orders.",24,Entertainment,Watched at 7:28 AM
h1seVC_w2aI,https://www.youtube.com/watch?v=h1seVC_w2aI,"The Fall Guy |Streaming on | Available in English, Hindi, Tamil, Telegu, Kannada, Bengali & Marathi","📲 Download JioCinema: https://bit.ly/3Be09Z3 
🔵 Facebook: https://www.facebook.com/JioCinema 
📸 Instagram: https://www.instagram.com/officialjiocinema/ 
✍ Twitter: https://twitter.com/JioCinema
👉 WhatsApp Channel - https://whatsapp.com/channel/0029Va9A2Yg4CrfqAH7wHA0B",24,Entertainment,Watched at 7:18 AM
N3KajefBZcg,https://www.youtube.com/watch?v=N3KajefBZcg,It's time to sleep beautifully,"Good sleep doesn’t look beautiful. It feels beautiful. It’s time to sleep beautifully with our complete sleep solutions.

#SleepBeautifully #IKEA #Gharaajao",26,Howto & Style,Watched at 7:18 AM
AWwk8gKAU6A,https://www.youtube.com/watch?v=AWwk8gKAU6A,NIVEA DEO ROLL ON | 15 SEC | HINGLISH 120123,,26,Howto & Style,Watched at 7:11 AM
-r7OpmPiFUo,https://www.youtube.com/watch?v=-r7OpmPiFUo,Amazon Fresh - Nahi Toh Mehenga Padega | Quality | Hindi | 15s,"Amazon Fresh sources fruits and vegetables straight from farmers and you get them after a thorough 4-step quality check. 
Indulge in great quality fruits and vegetables with Amazon Fresh today!",24,Entertainment,Watched at 7:11 AM
dZnGDm_vvPI,https://www.youtube.com/watch?v=dZnGDm_vvPI,Shop More Human,Shop Etsy for original items made by real people.,26,Howto & Style,Watched at 7:14 PM
xjoF3IS0UO0,https://www.youtube.com/watch?v=xjoF3IS0UO0,Guide By Your Side: MealKit,,27,Education,Watched at 7:01 PM
YiakntrwTQs,https://www.youtube.com/watch?v=YiakntrwTQs,Amica Insurance | Protecting their tomorrow,,22,People & Blogs,Watched at 6:48 PM
hqvgs0NWQhg,https://www.youtube.com/watch?v=hqvgs0NWQhg,3 Months of Unlimited for $15/mo. | Mint Mobile New Customer Offer,"We're deflating prices, due to not hating you.

New customers get our 3-month unlimited plan for $15/month at https://www.mintmobile.com/

Follow us!
Instagram: https://www.instagram.com/mintmobile
Twitter: https://twitter.com/mintmobile
Facebook: https://www.facebook.com/MintMobileWireless
TikTok: https://www.tiktok.com/@mintmobile",28,Science & Technology,Watched at 6:35 PM
00eFtiN9hi4,https://www.youtube.com/watch?v=00eFtiN9hi4,Success isn't about making it on your own. Shopify has all the tools you need to grow your business.,,24,Entertainment,Watched at 6:27 PM
q9UMDw_tU6Y,https://www.youtube.com/watch?v=q9UMDw_tU6Y,What is ClickUp?,,22,People & Blogs,Watched at 6:20 PM
PMjerlMEXsE,https://www.youtube.com/watch?v=PMjerlMEXsE,Earn Your Best Grades | Succeed in School With Grammarly,,27,Education,Watched at 5:36 PM
uf8cKXdSQHk,https://www.youtube.com/watch?v=uf8cKXdSQHk,Start Selling with Shopify Today,,24,Entertainment,Watched at 5:30 PM
iESQBwC8i5I,https://www.youtube.com/watch?v=iESQBwC8i5I,DCD-Live-2246,"[VIDEO TOP-LINE DESCRIPTION] Watch (Show Title) on Hulu!

ABOUT [TV SHOW]

SUBSCRIBE TO HULU’S YOUTUBE CHANNEL
Click the link to subscribe to our channel for the latest shows & updates: http://www.youtube.com/hulu?sub_confirmation=1

START YOUR FREE TRIAL 
http://hulu.com/start 

FOLLOW US ON SOCIAL
Instagram: https://www.instagram.com/hulu/ 
Hulu on Twitter: https://twitter.com/hulu
Facebook: https://www.facebook.com/hulu

ABOUT HULU
Hulu is the leading all-in-one premium streaming service that offers an expansive slate of live and on-demand entertainment, both in and outside the home. Hulu is the only on-demand platform that provides access to a library of both hit TV Series/Films and award-winning Hulu Originals like Only Murders In The Building, The Handmaid’s Tale, The Kardashians, and more! Visit https://Hulu.com to subscribe now.

[INSERT 3 KEYWORD HASHTAGS]

Video Title
Video URL",24,Entertainment,Watched at 5:30 PM
oOsi4Ru9FIM,https://www.youtube.com/watch?v=oOsi4Ru9FIM,Saved By The Email | Work More Efficiently With Grammarly,,27,Education,Watched at 5:21 PM
bV6_jQbC6LU,https://www.youtube.com/watch?v=bV6_jQbC6LU,'Teachers are Heroes' | Lauren (CC),Lauren Pomrantz | Live Oak Elementary Teachers Association,27,Education,Watched at 1:32 PM
WEXf9V_PoXI,https://www.youtube.com/watch?v=WEXf9V_PoXI,DRFAC2410279 HackRatioThumb16x9SYF 2A,"So Yummy brings you fun food ideas and recipes for your cooking and baking adventures. We believe that home cooking should always be fun, interesting, and easy to do! Enjoy our collection of fun and easy food tutorials bit.ly/SoYummyWebsiteYT

About So Yummy:
So Yummy brings you fun food ideas and recipes for your cooking and baking adventures. We believe that home cooking should always be fun, interesting, and easy to do! Enjoy our collection of fun and easy food tutorials! With recipes ranging from healthy dinners to sugary sweet delights, there are a plethora of creative options to spice up your home cooking. 

Follow us:
Facebook: http://bit.ly/SoYummyFB
Instagram: http://bit.ly/SoYummyIG
Website: https://soyummy.com/

#SoYummy 


https://www.youtube.com/channel/UCH8NnRkxQg1zX7mHFRPq73g",26,Howto & Style,Watched at 9:25 AM
CxI8bshHUVQ,https://www.youtube.com/watch?v=CxI8bshHUVQ,YTTV ST Kickoff EGES In Season Copy1 6 player PMax V1 DR None US EN 15s MP4 VIDEO 16x9,,24,Entertainment,Watched at 9:21 AM
QOlCA8ku06Q,https://www.youtube.com/watch?v=QOlCA8ku06Q,3 Months of Unlimited for $15/mo. | Mint Mobile New Customer Offer,"We're deflating prices, due to not hating you.

New customers get our 3-month unlimited plan for $15/month at https://www.mintmobile.com/

Follow us!
Instagram: https://www.instagram.com/mintmobile
Twitter: https://twitter.com/mintmobile
Facebook: https://www.facebook.com/MintMobileWireless
TikTok: https://www.tiktok.com/@mintmobile",28,Science & Technology,Watched at 9:16 AM
WVOwdcpkpiI,https://www.youtube.com/watch?v=WVOwdcpkpiI,Depop Free Fees (20s) - Shorts,,27,Education,Watched at 9:16 AM
aNFR3cySUxc,https://www.youtube.com/watch?v=aNFR3cySUxc,Pool,"If you're going away with your friends, why share a crowded hotel pool, when you could get an Airbnb with your own pool?

MUSIC
Bossy - Kelis

ANIMATION 
Buck

ABOUT AIRBNB
Airbnb was born in 2008 when two Hosts welcomed three guests to their San Francisco home, and has since grown to millions of Hosts who have welcomed over 800 million guest arrivals in almost every country across the globe. Every day, our Hosts offer one-of-a-kind stays and unique experiences that make it possible for guests to experience the world in a more unique, authentic, connected way.

ABOUT THE CAMPAIGN
When you’re going on a trip, why choose to be cramped in a hotel room, when you could get an Airbnb with a private pool, or a room for everyone? Made in collaboration with Buck animation, these films show the many moments that booking an Airbnb makes more sense than booking a hotel.


CONNECT WITH AIRBNB
Visit the Airbnb website: https://www.airbnb.com
Follow Airbnb on Instagram: https://www.instagram.com/airbnb/
Follow Airbnb on X: https://x.com/airbnb
Follow Airbnb on TikTok: https://www.tiktok.com/@airbnb",19,Travel & Events,Watched at 9:13 AM
CBBiwhgIZG8,https://www.youtube.com/watch?v=CBBiwhgIZG8,DCD-Fall-2109,"[VIDEO TOP-LINE DESCRIPTION] Watch (Show Title) on Hulu!

ABOUT [TV SHOW]

SUBSCRIBE TO HULU’S YOUTUBE CHANNEL
Click the link to subscribe to our channel for the latest shows & updates: http://www.youtube.com/hulu?sub_confirmation=1

START YOUR FREE TRIAL 
http://hulu.com/start 

FOLLOW US ON SOCIAL
Instagram: https://www.instagram.com/hulu/ 
Hulu on Twitter: https://twitter.com/hulu
Facebook: https://www.facebook.com/hulu

ABOUT HULU
Hulu is the leading all-in-one premium streaming service that offers an expansive slate of live and on-demand entertainment, both in and outside the home. Hulu is the only on-demand platform that provides access to a library of both hit TV Series/Films and award-winning Hulu Originals like Only Murders In The Building, The Handmaid’s Tale, The Kardashians, and more! Visit https://Hulu.com to subscribe now.

[INSERT 3 KEYWORD HASHTAGS]

Video Title
Video URL",24,Entertainment,Watched at 3:45 PM
aNFR3cySUxc,https://www.youtube.com/watch?v=aNFR3cySUxc,Pool,"If you're going away with your friends, why share a crowded hotel pool, when you could get an Airbnb with your own pool?

MUSIC
Bossy - Kelis

ANIMATION 
Buck

ABOUT AIRBNB
Airbnb was born in 2008 when two Hosts welcomed three guests to their San Francisco home, and has since grown to millions of Hosts who have welcomed over 800 million guest arrivals in almost every country across the globe. Every day, our Hosts offer one-of-a-kind stays and unique experiences that make it possible for guests to experience the world in a more unique, authentic, connected way.

ABOUT THE CAMPAIGN
When you’re going on a trip, why choose to be cramped in a hotel room, when you could get an Airbnb with a private pool, or a room for everyone? Made in collaboration with Buck animation, these films show the many moments that booking an Airbnb makes more sense than booking a hotel.


CONNECT WITH AIRBNB
Visit the Airbnb website: https://www.airbnb.com
Follow Airbnb on Instagram: https://www.instagram.com/airbnb/
Follow Airbnb on X: https://x.com/airbnb
Follow Airbnb on TikTok: https://www.tiktok.com/@airbnb",19,Travel & Events,Watched at 3:41 PM
ttP-0Hue7mk,https://www.youtube.com/watch?v=ttP-0Hue7mk,"Shop smarter, smoother, and easier in the Amazon.com App - 6 Second","Download the Amazon.com app to shop for more than 70 million products. The Amazon.com app offers international shipping to your doorstep. Shop in 9 different languages and pay in 75+ currencies. Search and purchase authentic, loved brands across a wide range of categories, including technology, beauty, fashion, travel, home, games, and more.",28,Science & Technology,Watched at 3:41 PM
TWbs_FdRVd4,https://www.youtube.com/watch?v=TWbs_FdRVd4,"Get FREE online PrEP & STI testing with MISTR! Insurance or no insurance, we got you covered!✅",,22,People & Blogs,Watched at 10:19 AM
zOFvUWblcP4,https://www.youtube.com/watch?v=zOFvUWblcP4,Gus 16x9 30s 5.0% APY RHG,Social media guidelines & legal info: http://rbnhd.co/social_media_disclosures,27,Education,Watched at 10:16 AM
fjYgbqCHi5o,https://www.youtube.com/watch?v=fjYgbqCHi5o,Bento Klarna Feb 2024 30s,,27,Education,Watched at 10:09 AM
a50SHfaS0bY,https://www.youtube.com/watch?v=a50SHfaS0bY,Easy ways to send money fast | Remitly Experimental 7   IND   Hindi   6   16x9   FINAL CUT,,22,People & Blogs,Watched at 10:09 AM
e2SLiJ6zA6Y,https://www.youtube.com/watch?v=e2SLiJ6zA6Y,"Shop smarter, smoother, and easier in the Amazon.com App - 6 Second","Download the Amazon.com app to shop for more than 70 million products. The Amazon.com app offers international shipping to your doorstep. Shop in 9 different languages and pay in 75+ currencies. Search and purchase authentic, loved brands across a wide range of categories, including technology, beauty, fashion, travel, home, games, and more.",28,Science & Technology,Watched at 2:56 PM
51MAtlR-yDA,https://www.youtube.com/watch?v=51MAtlR-yDA,Depop Value (15s) - Shorts,,27,Education,Watched at 2:56 PM
_4xQa_rzEQw,https://www.youtube.com/watch?v=_4xQa_rzEQw,EVGRN Q2 2023 Gen Free Trial   Convenience US ENG YouTube VID 30s 1920x1080,"SUBSCRIBE and get updates on the latest content.
https://www.youtube.com/channel/UCXQ7Gzszfuw84cEWGpKlFiQ?sub_confirmation=1

Follow us on our social channels:
http://www.facebook.com/doordash
http://www.twitter.com/doordash
http://www.instagram.com/doordash
http://www.tiktok.com/@doordash
doordash.com

#DoorDash",28,Science & Technology,Watched at 10:08 AM
